episode,problem_id,subproblem_id,series,block_count,job_count,best_source,objective_scope,loss,score_json,phase2_feedback_score_json,learning_score_json,candidate_count
5092,EP05092,NP_NC,NP|NC,36,197,agent_sample_42,series_only,0.9516018629074097,"[0.416666667, 33.396817818, 9.666666667]",[],"[0.416666667, 33.396817818, 9.666666667]",67
5092,EP05092,FN_FL,FN|FL,50,324,agent_sample_29,series_only,1.8545092344284058,"[0.0, 6.60823676, 3.5]",[],"[0.0, 6.60823676, 3.5]",67
5093,EP05093,NP_NC,NP|NC,37,230,agent_sample_46,series_only,1.099047303199768,"[0.666666667, 25.32095591, 8.5]",[],"[0.666666667, 25.32095591, 8.5]",67
5093,EP05093,FN_FL,FN|FL,54,368,agent_sample_37,series_only,2.065824270248413,"[1.0, 10.189476434, 4.5]",[],"[1.0, 10.189476434, 4.5]",67
5094,EP05094,NP_NC,NP|NC,8,66,agent_sample_8,series_only,1.0655442476272583,"[7.25, 837.392915401, 11.5]",[],"[7.25, 837.392915401, 11.5]",67
5094,EP05094,FN_FL,FN|FL,9,32,agent_sample_3,series_only,0.8102304935455322,"[1.0, 15.096157273, 2.5]",[],"[1.0, 15.096157273, 2.5]",67
5095,EP05095,NP_NC,NP|NC,11,48,agent_sample_34,series_only,0.5744280815124512,"[1.083333333, 135.704447926, 2.75]",[],"[1.083333333, 135.704447926, 2.75]",67
5095,EP05095,FN_FL,FN|FL,7,42,agent_greedy,series_only,0.36446982622146606,"[1.0, 115.757632229, 4.5]",[],"[1.0, 115.757632229, 4.5]",67
5096,EP05096,NP_NC,NP|NC,39,185,agent_sample_27,series_only,1.0414334535598755,"[1.333333333, 25.265419727, 2.916666667]",[],"[1.333333333, 25.265419727, 2.916666667]",67
5096,EP05096,FN_FL,FN|FL,43,291,agent_sample_40,series_only,1.296605110168457,"[0.5, 3.795815027, 16.5]",[],"[0.5, 3.795815027, 16.5]",67
5097,EP05097,NP_NC,NP|NC,21,98,agent_sample_6,series_only,0.6049701571464539,"[1.25, 63.957251031, 9.833333333]",[],"[1.25, 63.957251031, 9.833333333]",67
5097,EP05097,FN_FL,FN|FL,25,192,agent_sample_11,series_only,1.1908681392669678,"[0.0, 35.33333111, 8.0]",[],"[0.0, 35.33333111, 8.0]",67
5098,EP05098,NP_NC,NP|NC,19,87,agent_sample_16,series_only,0.45477384328842163,"[0.75, 28.958402774, 4.916666667]",[],"[0.75, 28.958402774, 4.916666667]",67
5098,EP05098,FN_FL,FN|FL,26,172,agent_sample_63,series_only,0.7419617772102356,"[0.0, 43.94322493, 9.0]",[],"[0.0, 43.94322493, 9.0]",67
5099,EP05099,NP_NC,NP|NC,21,80,agent_sample_19,series_only,0.7411981821060181,"[0.25, 31.309708884, 8.416666667]",[],"[0.25, 31.309708884, 8.416666667]",67
5099,EP05099,FN_FL,FN|FL,25,149,bevel_first_balanced,series_only,7.989556312561035,"[1.5, 13.328390797, 6.0]",[],"[1.5, 13.328390797, 6.0]",67
5100,EP05100,NP_NC,NP|NC,36,171,agent_sample_23,series_only,0.6071197390556335,"[0.166666667, 9.24182634, 15.25]",[],"[0.166666667, 9.24182634, 15.25]",67
5100,EP05100,FN_FL,FN|FL,41,220,agent_sample_46,series_only,1.310503602027893,"[1.0, 0.490243747, 9.5]",[],"[1.0, 0.490243747, 9.5]",67
5101,EP05101,NP_NC,NP|NC,22,127,agent_sample_4,series_only,0.7524064779281616,"[0.5, 61.323980704, 9.0]",[],"[0.5, 61.323980704, 9.0]",67
5101,EP05101,FN_FL,FN|FL,16,118,agent_sample_14,series_only,0.5960218906402588,"[2.0, 116.812842728, 0.0]",[],"[2.0, 116.812842728, 0.0]",67
5102,EP05102,NP_NC,NP|NC,18,90,bevel_first_balanced,series_only,6.837343692779541,"[0.25, 362.95432099, 1.833333333]",[],"[0.25, 362.95432099, 1.833333333]",67
5102,EP05102,FN_FL,FN|FL,18,108,agent_sample_27,series_only,0.7860075831413269,"[1.0, 10.01477752, 3.0]",[],"[1.0, 10.01477752, 3.0]",67
5103,EP05103,NP_NC,NP|NC,19,76,agent_sample_12,series_only,0.6229819059371948,"[0.333333333, 68.825563716, 8.666666667]",[],"[0.333333333, 68.825563716, 8.666666667]",67
5103,EP05103,FN_FL,FN|FL,22,108,agent_sample_46,series_only,0.819000244140625,"[0.0, 46.812297862, 8.5]",[],"[0.0, 46.812297862, 8.5]",67
5104,EP05104,NP_NC,NP|NC,29,131,agent_sample_13,series_only,0.7282441854476929,"[0.25, 15.830975456, 12.5]",[],"[0.25, 15.830975456, 12.5]",67
5104,EP05104,FN_FL,FN|FL,41,285,agent_sample_35,series_only,1.285736322402954,"[0.5, 9.372565641, 10.5]",[],"[0.5, 9.372565641, 10.5]",67
5105,EP05105,NP_NC,NP|NC,23,75,agent_sample_9,series_only,1.1111027002334595,"[0.75, 72.329092949, 8.25]",[],"[0.75, 72.329092949, 8.25]",67
5105,EP05105,FN_FL,FN|FL,31,206,agent_sample_10,series_only,1.490371823310852,"[0.0, 10.428129869, 8.5]",[],"[0.0, 10.428129869, 8.5]",67
5106,EP05106,NP_NC,NP|NC,28,127,agent_sample_14,series_only,0.7800269722938538,"[0.166666667, 47.12528604, 12.666666667]",[],"[0.166666667, 47.12528604, 12.666666667]",67
5106,EP05106,FN_FL,FN|FL,31,159,agent_sample_18,series_only,1.0267547369003296,"[0.5, 8.940597021, 5.5]",[],"[0.5, 8.940597021, 5.5]",67
5107,EP05107,NP_NC,NP|NC,48,258,agent_sample_26,series_only,1.5956993103027344,"[0.666666667, 36.50824454, 11.166666667]",[],"[0.666666667, 36.50824454, 11.166666667]",67
5107,EP05107,FN_FL,FN|FL,43,267,agent_sample_46,series_only,1.5401633977890015,"[0.5, 13.488451311, 9.0]",[],"[0.5, 13.488451311, 9.0]",67
5108,EP05108,NP_NC,NP|NC,39,269,agent_sample_24,series_only,1.1274138689041138,"[0.416666667, 95.377188827, 6.666666667]",[],"[0.416666667, 95.377188827, 6.666666667]",67
5108,EP05108,FN_FL,FN|FL,47,325,agent_sample_41,series_only,1.6790494918823242,"[0.5, 13.823996033, 13.5]",[],"[0.5, 13.823996033, 13.5]",67
5109,EP05109,NP_NC,NP|NC,12,44,agent_sample_35,series_only,0.6658481359481812,"[0.916666667, 127.723355871, 4.0]",[],"[0.916666667, 127.723355871, 4.0]",67
5109,EP05109,FN_FL,FN|FL,12,44,agent_sample_2,series_only,0.8153514862060547,"[0.0, 104.424183287, 6.0]",[],"[0.0, 104.424183287, 6.0]",67
5110,EP05110,NP_NC,NP|NC,9,24,agent_sample_21,series_only,0.5232751369476318,"[0.75, 38.047652906, 2.0]",[],"[0.75, 38.047652906, 2.0]",67
5110,EP05110,FN_FL,FN|FL,6,48,agent_greedy,series_only,0.3703533113002777,"[1.0, 34.054801534, 3.5]",[],"[1.0, 34.054801534, 3.5]",67
5111,EP05111,NP_NC,NP|NC,36,172,agent_sample_42,series_only,1.3335626125335693,"[0.333333333, 12.503817517, 7.083333333]",[],"[0.333333333, 12.503817517, 7.083333333]",67
5111,EP05111,FN_FL,FN|FL,55,329,agent_sample_50,series_only,1.4307540655136108,"[0.5, 31.890299841, 16.0]",[],"[0.5, 31.890299841, 16.0]",67
5112,EP05112,NP_NC,NP|NC,26,131,agent_sample_46,series_only,0.9148948192596436,"[0.333333333, 12.526110729, 5.083333333]",[],"[0.333333333, 12.526110729, 5.083333333]",67
5112,EP05112,FN_FL,FN|FL,25,139,agent_sample_6,series_only,0.9498059153556824,"[0.5, 16.050361569, 3.5]",[],"[0.5, 16.050361569, 3.5]",67
5113,EP05113,NP_NC,NP|NC,39,167,agent_sample_40,series_only,1.4475717544555664,"[0.5, 16.108990296, 15.083333333]",[],"[0.5, 16.108990296, 15.083333333]",67
5113,EP05113,FN_FL,FN|FL,37,217,agent_sample_24,series_only,1.137623906135559,"[0.5, 4.320808148, 7.0]",[],"[0.5, 4.320808148, 7.0]",67
5114,EP05114,NP_NC,NP|NC,17,62,agent_sample_47,series_only,0.7043911814689636,"[0.666666667, 32.140347093, 8.833333333]",[],"[0.666666667, 32.140347093, 8.833333333]",67
5114,EP05114,FN_FL,FN|FL,12,83,agent_greedy,series_only,0.38263511657714844,"[0.5, 30.534894098, 8.0]",[],"[0.5, 30.534894098, 8.0]",67
5115,EP05115,NP_NC,NP|NC,24,98,agent_sample_29,series_only,0.8127009868621826,"[0.25, 23.888283458, 7.666666667]",[],"[0.25, 23.888283458, 7.666666667]",67
5115,EP05115,FN_FL,FN|FL,28,160,agent_sample_12,series_only,1.1323295831680298,"[1.0, 11.39753432, 6.5]",[],"[1.0, 11.39753432, 6.5]",67
5116,EP05116,NP_NC,NP|NC,37,160,agent_sample_10,series_only,1.3233058452606201,"[0.166666667, 20.772710458, 9.166666667]",[],"[0.166666667, 20.772710458, 9.166666667]",67
5116,EP05116,FN_FL,FN|FL,48,252,agent_sample_37,series_only,1.615295648574829,"[0.0, 13.275550287, 10.5]",[],"[0.0, 13.275550287, 10.5]",67
5117,EP05117,NP_NC,NP|NC,46,265,agent_sample_28,series_only,1.4369934797286987,"[0.333333333, 83.110133257, 9.25]",[],"[0.333333333, 83.110133257, 9.25]",67
5117,EP05117,FN_FL,FN|FL,47,289,agent_sample_11,series_only,1.9552569389343262,"[0.5, 4.099937771, 3.5]",[],"[0.5, 4.099937771, 3.5]",67
5118,EP05118,NP_NC,NP|NC,48,219,agent_sample_53,series_only,1.6070737838745117,"[0.5, 26.719640438, 17.5]",[],"[0.5, 26.719640438, 17.5]",67
5118,EP05118,FN_FL,FN|FL,53,285,agent_sample_41,series_only,1.5668359994888306,"[0.5, 3.790282877, 13.0]",[],"[0.5, 3.790282877, 13.0]",67
5119,EP05119,NP_NC,NP|NC,41,197,agent_sample_6,series_only,1.3546438217163086,"[0.333333333, 35.724943781, 7.333333333]",[],"[0.333333333, 35.724943781, 7.333333333]",67
5119,EP05119,FN_FL,FN|FL,47,303,agent_sample_32,series_only,1.7038527727127075,"[0.5, 8.850520815, 15.0]",[],"[0.5, 8.850520815, 15.0]",67
5120,EP05120,NP_NC,NP|NC,20,78,agent_sample_49,series_only,0.8965225219726562,"[0.916666667, 63.915064048, 5.25]",[],"[0.916666667, 63.915064048, 5.25]",67
5120,EP05120,FN_FL,FN|FL,23,136,agent_sample_19,series_only,1.2379095554351807,"[0.0, 6.124867582, 8.0]",[],"[0.0, 6.124867582, 8.0]",67
5121,EP05121,NP_NC,NP|NC,37,156,agent_sample_52,series_only,1.3297393321990967,"[0.5, 24.727411601, 4.583333333]",[],"[0.5, 24.727411601, 4.583333333]",67
5121,EP05121,FN_FL,FN|FL,37,202,agent_sample_3,series_only,1.1801985502243042,"[1.0, 8.981518982, 5.0]",[],"[1.0, 8.981518982, 5.0]",67
5122,EP05122,NP_NC,NP|NC,13,95,agent_sample_27,series_only,1.5409754514694214,"[5.166666667, 789.433932511, 8.333333333]",[],"[5.166666667, 789.433932511, 8.333333333]",67
5122,EP05122,FN_FL,FN|FL,26,169,agent_sample_63,series_only,0.8511515259742737,"[0.5, 3.985064771, 3.5]",[],"[0.5, 3.985064771, 3.5]",67
5123,EP05123,NP_NC,NP|NC,45,238,agent_sample_24,series_only,1.3505072593688965,"[0.5, 47.626143033, 19.166666667]",[],"[0.5, 47.626143033, 19.166666667]",67
5123,EP05123,FN_FL,FN|FL,49,324,agent_sample_57,series_only,1.7054500579833984,"[1.0, 4.214379264, 6.0]",[],"[1.0, 4.214379264, 6.0]",67
5124,EP05124,NP_NC,NP|NC,22,119,agent_sample_55,series_only,0.8063557744026184,"[0.333333333, 10.462221322, 5.666666667]",[],"[0.333333333, 10.462221322, 5.666666667]",67
5124,EP05124,FN_FL,FN|FL,31,151,agent_sample_63,series_only,1.3787769079208374,"[0.5, 48.837381021, 6.5]",[],"[0.5, 48.837381021, 6.5]",67
5125,EP05125,NP_NC,NP|NC,34,139,agent_sample_13,series_only,0.9358764290809631,"[0.333333333, 31.602763927, 8.083333333]",[],"[0.333333333, 31.602763927, 8.083333333]",67
5125,EP05125,FN_FL,FN|FL,47,285,agent_sample_59,series_only,1.7664575576782227,"[0.5, 3.451976679, 6.0]",[],"[0.5, 3.451976679, 6.0]",67
5126,EP05126,NP_NC,NP|NC,38,139,agent_greedy,series_only,0.7756285667419434,"[0.333333333, 39.342783256, 7.166666667]",[],"[0.333333333, 39.342783256, 7.166666667]",67
5126,EP05126,FN_FL,FN|FL,58,333,agent_sample_34,series_only,1.8138611316680908,"[0.5, 1.819612959, 13.5]",[],"[0.5, 1.819612959, 13.5]",67
5127,EP05127,NP_NC,NP|NC,10,52,agent_sample_3,series_only,0.5646528601646423,"[0.083333333, 54.603484011, 3.5]",[],"[0.083333333, 54.603484011, 3.5]",67
5127,EP05127,FN_FL,FN|FL,19,116,agent_sample_24,series_only,0.5986613035202026,"[0.0, 62.194281326, 1.5]",[],"[0.0, 62.194281326, 1.5]",67
5128,EP05128,NP_NC,NP|NC,33,196,agent_sample_21,series_only,1.2630009651184082,"[0.5, 5.691099735, 12.25]",[],"[0.5, 5.691099735, 12.25]",67
5128,EP05128,FN_FL,FN|FL,63,397,agent_sample_26,series_only,1.7243348360061646,"[0.5, 6.988784864, 10.0]",[],"[0.5, 6.988784864, 10.0]",67
5129,EP05129,NP_NC,NP|NC,20,72,agent_sample_29,series_only,0.6095604300498962,"[0.5, 32.401735657, 4.083333333]",[],"[0.5, 32.401735657, 4.083333333]",67
5129,EP05129,FN_FL,FN|FL,23,119,agent_sample_60,series_only,0.8965541124343872,"[0.5, 26.922954317, 3.0]",[],"[0.5, 26.922954317, 3.0]",67
5130,EP05130,NP_NC,NP|NC,50,209,agent_sample_62,series_only,1.3281241655349731,"[0.5, 12.69772831, 5.0]",[],"[0.5, 12.69772831, 5.0]",67
5130,EP05130,FN_FL,FN|FL,57,311,agent_sample_50,series_only,1.8717360496520996,"[0.5, 45.24142723, 9.0]",[],"[0.5, 45.24142723, 9.0]",67
5131,EP05131,NP_NC,NP|NC,16,102,agent_sample_10,series_only,0.42815613746643066,"[1.0, 55.202483958, 6.333333333]",[],"[1.0, 55.202483958, 6.333333333]",67
5131,EP05131,FN_FL,FN|FL,21,142,agent_sample_7,series_only,0.5311231017112732,"[1.0, 20.952507332, 6.5]",[],"[1.0, 20.952507332, 6.5]",67
5132,EP05132,NP_NC,NP|NC,23,101,agent_sample_46,series_only,0.5894720554351807,"[0.583333333, 22.161296792, 5.833333333]",[],"[0.583333333, 22.161296792, 5.833333333]",67
5132,EP05132,FN_FL,FN|FL,43,291,agent_sample_10,series_only,1.3655141592025757,"[0.5, 30.827616042, 4.0]",[],"[0.5, 30.827616042, 4.0]",67
5133,EP05133,NP_NC,NP|NC,20,112,agent_sample_6,series_only,0.4986646771430969,"[1.083333333, 42.34164384, 3.916666667]",[],"[1.083333333, 42.34164384, 3.916666667]",67
5133,EP05133,FN_FL,FN|FL,31,168,agent_sample_5,series_only,0.9891692399978638,"[1.0, 2.960822452, 2.5]",[],"[1.0, 2.960822452, 2.5]",67
5134,EP05134,NP_NC,NP|NC,17,48,agent_sample_10,series_only,1.0250848531723022,"[0.75, 33.530619664, 4.25]",[],"[0.75, 33.530619664, 4.25]",67
5134,EP05134,FN_FL,FN|FL,15,94,agent_sample_4,series_only,1.235133409500122,"[0.0, 27.685811221, 2.0]",[],"[0.0, 27.685811221, 2.0]",67
5135,EP05135,NP_NC,NP|NC,34,196,agent_sample_2,series_only,0.7299084663391113,"[0.5, 25.564315352, 6.583333333]",[],"[0.5, 25.564315352, 6.583333333]",67
5135,EP05135,FN_FL,FN|FL,30,190,agent_sample_12,series_only,0.6104306578636169,"[1.0, 13.098726994, 3.5]",[],"[1.0, 13.098726994, 3.5]",67
5136,EP05136,NP_NC,NP|NC,18,107,agent_sample_4,series_only,0.4877657890319824,"[0.083333333, 2.436729881, 7.333333333]",[],"[0.083333333, 2.436729881, 7.333333333]",67
5136,EP05136,FN_FL,FN|FL,22,130,agent_sample_46,series_only,0.5792854428291321,"[0.0, 15.075286654, 1.0]",[],"[0.0, 15.075286654, 1.0]",67
5137,EP05137,NP_NC,NP|NC,9,90,agent_greedy,series_only,0.14443354308605194,"[0.5, 152.478695916, 4.25]",[],"[0.5, 152.478695916, 4.25]",67
5137,EP05137,FN_FL,FN|FL,9,50,agent_sample_47,series_only,0.731187641620636,"[1.0, 43.866200684, 0.5]",[],"[1.0, 43.866200684, 0.5]",67
5138,EP05138,NP_NC,NP|NC,26,146,agent_sample_23,series_only,0.7518550157546997,"[0.5, 45.953137181, 6.5]",[],"[0.5, 45.953137181, 6.5]",67
5138,EP05138,FN_FL,FN|FL,32,192,agent_sample_19,series_only,0.7419726252555847,"[1.0, 3.461082225, 3.0]",[],"[1.0, 3.461082225, 3.0]",67
5139,EP05139,NP_NC,NP|NC,10,101,agent_sample_2,series_only,0.5729066729545593,"[9.0, 431.985287652, 11.25]",[],"[9.0, 431.985287652, 11.25]",67
5139,EP05139,FN_FL,FN|FL,13,81,agent_sample_6,series_only,0.4727305769920349,"[1.5, 81.323902764, 2.5]",[],"[1.5, 81.323902764, 2.5]",67
5140,EP05140,NP_NC,NP|NC,38,165,agent_sample_15,series_only,0.9365386962890625,"[0.75, 32.587509834, 7.75]",[],"[0.75, 32.587509834, 7.75]",67
5140,EP05140,FN_FL,FN|FL,35,224,agent_sample_61,series_only,1.1736961603164673,"[0.0, 21.077324674, 6.5]",[],"[0.0, 21.077324674, 6.5]",67
5141,EP05141,NP_NC,NP|NC,33,138,agent_sample_9,series_only,0.6912482380867004,"[0.75, 15.92306143, 8.833333333]",[],"[0.75, 15.92306143, 8.833333333]",67
5141,EP05141,FN_FL,FN|FL,31,207,agent_sample_41,series_only,0.845755398273468,"[0.5, 8.331853053, 6.5]",[],"[0.5, 8.331853053, 6.5]",67
5142,EP05142,NP_NC,NP|NC,27,106,agent_sample_29,series_only,0.5432062149047852,"[0.333333333, 61.670729712, 6.333333333]",[],"[0.333333333, 61.670729712, 6.333333333]",67
5142,EP05142,FN_FL,FN|FL,23,132,agent_sample_59,series_only,1.0593901872634888,"[0.0, 25.142194472, 5.0]",[],"[0.0, 25.142194472, 5.0]",67
5143,EP05143,NP_NC,NP|NC,48,199,agent_sample_35,series_only,1.11003577709198,"[0.333333333, 39.842432129, 8.666666667]",[],"[0.333333333, 39.842432129, 8.666666667]",67
5143,EP05143,FN_FL,FN|FL,55,303,agent_greedy,series_only,1.1840077638626099,"[0.5, 10.941631304, 9.5]",[],"[0.5, 10.941631304, 9.5]",67
5144,EP05144,NP_NC,NP|NC,40,190,agent_sample_32,series_only,1.0481994152069092,"[0.083333333, 16.672574805, 8.5]",[],"[0.083333333, 16.672574805, 8.5]",67
5144,EP05144,FN_FL,FN|FL,44,260,agent_sample_32,series_only,1.2884422540664673,"[1.0, 20.178611621, 0.5]",[],"[1.0, 20.178611621, 0.5]",67
5145,EP05145,NP_NC,NP|NC,23,95,agent_sample_26,series_only,0.3011273145675659,"[0.333333333, 19.733377809, 5.333333333]",[],"[0.333333333, 19.733377809, 5.333333333]",67
5145,EP05145,FN_FL,FN|FL,23,146,agent_sample_36,series_only,0.8374301195144653,"[1.0, 24.488217267, 7.5]",[],"[1.0, 24.488217267, 7.5]",67
5146,EP05146,NP_NC,NP|NC,15,51,agent_sample_50,series_only,0.8718401193618774,"[0.583333333, 141.477456223, 5.0]",[],"[0.583333333, 141.477456223, 5.0]",67
5146,EP05146,FN_FL,FN|FL,20,134,agent_sample_56,series_only,0.6712471842765808,"[0.0, 35.896565275, 3.5]",[],"[0.0, 35.896565275, 3.5]",67
5147,EP05147,NP_NC,NP|NC,13,61,wo_first_balanced,series_only,7.863386631011963,"[0.416666667, 260.829771445, 4.5]",[],"[0.416666667, 260.829771445, 4.5]",67
5147,EP05147,FN_FL,FN|FL,9,62,agent_sample_15,series_only,0.8710567355155945,"[1.0, 24.732328164, 1.5]",[],"[1.0, 24.732328164, 1.5]",67
5148,EP05148,NP_NC,NP|NC,34,148,agent_sample_20,series_only,0.6354550123214722,"[0.333333333, 35.557809626, 5.0]",[],"[0.333333333, 35.557809626, 5.0]",67
5148,EP05148,FN_FL,FN|FL,54,299,agent_sample_7,series_only,1.641601800918579,"[0.5, 6.270352479, 5.5]",[],"[0.5, 6.270352479, 5.5]",67
5149,EP05149,NP_NC,NP|NC,30,113,agent_sample_19,series_only,1.0177606344223022,"[0.416666667, 23.923397642, 3.666666667]",[],"[0.416666667, 23.923397642, 3.666666667]",67
5149,EP05149,FN_FL,FN|FL,33,223,agent_sample_55,series_only,0.8857422471046448,"[0.5, 19.397896349, 1.5]",[],"[0.5, 19.397896349, 1.5]",67
5150,EP05150,NP_NC,NP|NC,19,148,agent_sample_6,series_only,0.6247709393501282,"[0.583333333, 241.80826987, 7.916666667]",[],"[0.583333333, 241.80826987, 7.916666667]",67
5150,EP05150,FN_FL,FN|FL,13,87,agent_sample_25,series_only,0.7867518663406372,"[1.5, 108.085559796, 6.0]",[],"[1.5, 108.085559796, 6.0]",67
5151,EP05151,NP_NC,NP|NC,24,115,agent_sample_11,series_only,0.4780098795890808,"[0.75, 22.066320006, 6.0]",[],"[0.75, 22.066320006, 6.0]",67
5151,EP05151,FN_FL,FN|FL,41,217,agent_sample_20,series_only,1.1052008867263794,"[0.5, 9.642230105, 5.5]",[],"[0.5, 9.642230105, 5.5]",67
5152,EP05152,NP_NC,NP|NC,22,104,agent_sample_57,series_only,1.5873210430145264,"[0.166666667, 272.502778754, 2.333333333]",[],"[0.166666667, 272.502778754, 2.333333333]",67
5152,EP05152,FN_FL,FN|FL,39,236,agent_sample_16,series_only,1.138382911682129,"[1.0, 6.138376145, 1.0]",[],"[1.0, 6.138376145, 1.0]",67
5153,EP05153,NP_NC,NP|NC,15,89,agent_sample_14,series_only,0.5217369198799133,"[0.75, 23.332769124, 5.666666667]",[],"[0.75, 23.332769124, 5.666666667]",67
5153,EP05153,FN_FL,FN|FL,29,176,agent_sample_25,series_only,0.8045840263366699,"[1.0, 1.857548624, 3.5]",[],"[1.0, 1.857548624, 3.5]",67
5154,EP05154,NP_NC,NP|NC,10,54,agent_greedy,series_only,0.34220007061958313,"[0.333333333, 184.627072906, 4.833333333]",[],"[0.333333333, 184.627072906, 4.833333333]",67
5154,EP05154,FN_FL,FN|FL,13,68,agent_sample_4,series_only,0.3813668489456177,"[1.0, 38.182110556, 1.5]",[],"[1.0, 38.182110556, 1.5]",67
5155,EP05155,NP_NC,NP|NC,27,114,agent_sample_28,series_only,0.8822242617607117,"[0.5, 42.444693003, 5.5]",[],"[0.5, 42.444693003, 5.5]",67
5155,EP05155,FN_FL,FN|FL,39,244,agent_sample_24,series_only,1.4021620750427246,"[1.0, 14.998515941, 5.0]",[],"[1.0, 14.998515941, 5.0]",67
5156,EP05156,NP_NC,NP|NC,34,149,agent_sample_59,series_only,0.621964693069458,"[0.416666667, 10.279964403, 3.75]",[],"[0.416666667, 10.279964403, 3.75]",67
5156,EP05156,FN_FL,FN|FL,37,291,agent_sample_3,series_only,1.3498212099075317,"[0.5, 22.937126662, 9.0]",[],"[0.5, 22.937126662, 9.0]",67
5157,EP05157,NP_NC,NP|NC,12,76,agent_sample_42,series_only,1.091091513633728,"[1.833333333, 162.670634475, 6.583333333]",[],"[1.833333333, 162.670634475, 6.583333333]",67
5157,EP05157,FN_FL,FN|FL,27,206,agent_sample_62,series_only,1.0842962265014648,"[1.0, 29.123115343, 6.0]",[],"[1.0, 29.123115343, 6.0]",67
5158,EP05158,NP_NC,NP|NC,35,140,agent_sample_14,series_only,1.14286470413208,"[0.5, 21.8244407, 5.916666667]",[],"[0.5, 21.8244407, 5.916666667]",67
5158,EP05158,FN_FL,FN|FL,56,316,agent_sample_20,series_only,1.913667917251587,"[1.0, 11.373592276, 6.5]",[],"[1.0, 11.373592276, 6.5]",67
5159,EP05159,NP_NC,NP|NC,34,243,agent_sample_6,series_only,0.9313057065010071,"[0.416666667, 124.125559764, 12.75]",[],"[0.416666667, 124.125559764, 12.75]",67
5159,EP05159,FN_FL,FN|FL,38,234,agent_sample_48,series_only,1.4015735387802124,"[0.0, 24.224711186, 2.0]",[],"[0.0, 24.224711186, 2.0]",67
5160,EP05160,NP_NC,NP|NC,20,108,agent_sample_27,series_only,0.9735356569290161,"[0.25, 59.846374574, 1.583333333]",[],"[0.25, 59.846374574, 1.583333333]",67
5160,EP05160,FN_FL,FN|FL,22,106,agent_sample_10,series_only,0.8441838026046753,"[1.0, 0.745496423, 4.0]",[],"[1.0, 0.745496423, 4.0]",67
5161,EP05161,NP_NC,NP|NC,39,137,agent_sample_10,series_only,0.92697674036026,"[0.166666667, 17.747649418, 2.666666667]",[],"[0.166666667, 17.747649418, 2.666666667]",67
5161,EP05161,FN_FL,FN|FL,50,303,agent_sample_39,series_only,1.562358021736145,"[0.5, 26.374103776, 2.0]",[],"[0.5, 26.374103776, 2.0]",67
5162,EP05162,NP_NC,NP|NC,19,87,agent_sample_57,series_only,0.6928039789199829,"[2.166666667, 95.854358787, 9.083333333]",[],"[2.166666667, 95.854358787, 9.083333333]",67
5162,EP05162,FN_FL,FN|FL,17,91,agent_sample_22,series_only,0.6889445185661316,"[0.5, 14.06004801, 3.0]",[],"[0.5, 14.06004801, 3.0]",67
5163,EP05163,NP_NC,NP|NC,41,198,agent_sample_32,series_only,0.8084380626678467,"[0.75, 19.72267682, 4.75]",[],"[0.75, 19.72267682, 4.75]",67
5163,EP05163,FN_FL,FN|FL,42,253,agent_sample_32,series_only,1.3271726369857788,"[0.5, 18.753952825, 4.5]",[],"[0.5, 18.753952825, 4.5]",67
5164,EP05164,NP_NC,NP|NC,30,172,agent_sample_28,series_only,0.9782782793045044,"[1.75, 65.208202928, 14.0]",[],"[1.75, 65.208202928, 14.0]",67
5164,EP05164,FN_FL,FN|FL,45,281,agent_sample_34,series_only,1.3378008604049683,"[0.5, 22.410125615, 1.5]",[],"[0.5, 22.410125615, 1.5]",67
5165,EP05165,NP_NC,NP|NC,24,115,agent_sample_22,series_only,0.6127902269363403,"[0.5, 28.917867503, 8.25]",[],"[0.5, 28.917867503, 8.25]",67
5165,EP05165,FN_FL,FN|FL,24,149,agent_sample_30,series_only,1.1845523118972778,"[0.5, 26.835194322, 4.0]",[],"[0.5, 26.835194322, 4.0]",67
5166,EP05166,NP_NC,NP|NC,27,112,agent_sample_41,series_only,0.8921391367912292,"[0.5, 32.29127697, 8.083333333]",[],"[0.5, 32.29127697, 8.083333333]",67
5166,EP05166,FN_FL,FN|FL,31,209,agent_sample_51,series_only,0.9567372798919678,"[0.5, 16.821752615, 9.5]",[],"[0.5, 16.821752615, 9.5]",67
5167,EP05167,NP_NC,NP|NC,13,55,agent_sample_36,series_only,0.5244972109794617,"[0.5, 108.500919107, 6.5]",[],"[0.5, 108.500919107, 6.5]",67
5167,EP05167,FN_FL,FN|FL,19,75,agent_sample_53,series_only,0.871709406375885,"[0.5, 19.107175128, 1.5]",[],"[0.5, 19.107175128, 1.5]",67
5168,EP05168,NP_NC,NP|NC,20,123,agent_sample_62,series_only,1.3824304342269897,"[1.5, 318.666105573, 8.0]",[],"[1.5, 318.666105573, 8.0]",67
5168,EP05168,FN_FL,FN|FL,17,69,agent_sample_2,series_only,0.7611010074615479,"[0.5, 7.766667868, 3.5]",[],"[0.5, 7.766667868, 3.5]",67
5169,EP05169,NP_NC,NP|NC,32,130,agent_sample_36,series_only,0.8255001306533813,"[0.5, 15.259485979, 6.5]",[],"[0.5, 15.259485979, 6.5]",67
5169,EP05169,FN_FL,FN|FL,36,181,agent_sample_22,series_only,1.053543210029602,"[0.5, 16.599507015, 3.0]",[],"[0.5, 16.599507015, 3.0]",67
